ProductCode                                        ProductDescription                                                                                                                                                                                                                                              SubCategoryCode Brand                                                                                                                                                                                                                                                           Cost                  Price                 Type                                                                                                                                                                                                                                                            Color                                                                                                                                                                                                                                                           ShipDays               Status
-------------------------------------------------- --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- --------------- --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- --------------------- --------------------- --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- ---------------------- ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
EM-702                                             EarthMovers-JohnDeere-Standard-Red                                                                                                                                                                                                                              5               JohnDeere                                                                                                                                                                                                                                                       6677.00               8880.00               Standard                                                                                                                                                                                                                                                        Red                                                                                                                                                                                                                                                             15                     Active
EX-200                                             Excavators-Caterpillar-LightDuty-RedWhite                                                                                                                                                                                                                       6               Caterpillar                                                                                                                                                                                                                                                     2576.00               3014.00               LightDuty                                                                                                                                                                                                                                                       RedWhite                                                                                                                                                                                                                                                        8                      Active
EX-201                                             Excavators-Hyundai-HeavyDuty-White                                                                                                                                                                                                                              6               Hyundai                                                                                                                                                                                                                                                         6903.00               7317.00               HeavyDuty                                                                                                                                                                                                                                                       White                                                                                                                                                                                                                                                           6                      Active
EX-202                                             Excavators-IngersollRand-LightDuty-RedWhite                                                                                                                                                                                                                     6               IngersollRand                                                                                                                                                                                                                                                   4656.00               4935.00               LightDuty                                                                                                                                                                                                                                                       RedWhite                                                                                                                                                                                                                                                        15                     Active
EX-203                                             Excavators-Volvo-HeavyDuty-Orange                                                                                                                                                                                                                               6               Volvo                                                                                                                                                                                                                                                           4940.00               6175.00               HeavyDuty                                                                                                                                                                                                                                                       Orange                                                                                                                                                                                                                                                          17                     Active
EX-204                                             Excavators-Komatsu-Standard-RedWhite                                                                                                                                                                                                                            6               Komatsu                                                                                                                                                                                                                                                         9108.00               11021.00              Standard                                                                                                                                                                                                                                                        RedWhite                                                                                                                                                                                                                                                        15                     Active
EX-205                                             Excavators-Poclain-HeavyDuty-GreenWhite                                                                                                                                                                                                                         6               Poclain                                                                                                                                                                                                                                                         5511.00               7275.00               HeavyDuty                                                                                                                                                                                                                                                       GreenWhite                                                                                                                                                                                                                                                      6                      Active
EX-206                                             Excavators-Bobcat-Standard-YellowBlack                                                                                                                                                                                                                          6               Bobcat                                                                                                                                                                                                                                                          2606.00               3284.00               Standard                                                                                                                                                                                                                                                        YellowBlack                                                                                                                                                                                                                                                     12                     Active
EX-207                                             Excavators-Hitachi-Standard-GreenWhite                                                                                                                                                                                                                          6               Hitachi                                                                                                                                                                                                                                                         3916.00               4582.00               Standard                                                                                                                                                                                                                                                        GreenWhite                                                                                                                                                                                                                                                      6                      Active
EX-208                                             Excavators-JCB-LightDuty-RedWhite                                                                                                                                                                                                                               6               JCB                                                                                                                                                                                                                                                             5916.00               6803.00               LightDuty                                                                                                                                                                                                                                                       RedWhite                                                                                                                                                                                                                                                        19                     Active
EX-209                                             Excavators-Hitachi-HeavyDuty-Black                                                                                                                                                                                                                              6               Hitachi                                                                                                                                                                                                                                                         5621.00               7364.00               HeavyDuty                                                                                                                                                                                                                                                       Black                                                                                                                                                                                                                                                           9                      Active
EX-210                                             Excavators-JohnDeere-Standard-WhiteYellow                                                                                                                                                                                                                       6               JohnDeere                                                                                                                                                                                                                                                       8018.00               9060.00               Standard                                                                                                                                                                                                                                                        WhiteYellow                                                                                                                                                                                                                                                     18                     Active
EX-211                                             Excavators-Liebherr-HeavyDuty-Yellow                                                                                                                                                                                                                            6               Liebherr                                                                                                                                                                                                                                                        9157.00               9706.00               HeavyDuty                                                                                                                                                                                                                                                       Yellow                                                                                                                                                                                                                                                          7                      Active
FL-120                                             ForkLifts-Kalmar-LightDuty-Orange                                                                                                                                                                                                                               7               Kalmar                                                                                                                                                                                                                                                          2899.00               3305.00               LightDuty                                                                                                                                                                                                                                                       Orange                                                                                                                                                                                                                                                          9                      Active
FL-121                                             ForkLifts-Mitsubishi-HeavyDuty-Orange                                                                                                                                                                                                                           7               Mitsubishi                                                                                                                                                                                                                                                      2107.00               2444.00               HeavyDuty                                                                                                                                                                                                                                                       Orange                                                                                                                                                                                                                                                          11                     Active
FL-122                                             ForkLifts-Nissan-Standard-Black                                                                                                                                                                                                                                 7               Nissan                                                                                                                                                                                                                                                          1421.00               1606.00               Standard                                                                                                                                                                                                                                                        Black                                                                                                                                                                                                                                                           7                      Active
FL-123                                             ForkLifts-Raymond-LightDuty-WhiteYellow                                                                                                                                                                                                                         7               Raymond                                                                                                                                                                                                                                                         5716.00               6516.00               LightDuty                                                                                                                                                                                                                                                       WhiteYellow                                                                                                                                                                                                                                                     13                     Active
FL-124                                             ForkLifts-Taylor-LightDuty-YellowBlack                                                                                                                                                                                                                          7               Taylor                                                                                                                                                                                                                                                          4097.00               5613.00               LightDuty                                                                                                                                                                                                                                                       YellowBlack                                                                                                                                                                                                                                                     16                     Active
FL-125                                             ForkLifts-Bradshaw-HeavyDuty-YellowBlack                                                                                                                                                                                                                        7               Bradshaw                                                                                                                                                                                                                                                        1472.00               1958.00               HeavyDuty                                                                                                                                                                                                                                                       YellowBlack                                                                                                                                                                                                                                                     11                     Active
FL-126                                             ForkLifts-Rocla-Standard-YellowBlack                                                                                                                                                                                                                            7               Rocla                                                                                                                                                                                                                                                           2395.00               2467.00               Standard                                                                                                                                                                                                                                                        YellowBlack                                                                                                                                                                                                                                                     19                     Active
FL-127                                             ForkLifts-Svetruck-Standard-White                                                                                                                                                                                                                               7               Svetruck                                                                                                                                                                                                                                                        6599.00               7523.00               Standard                                                                                                                                                                                                                                                        White                                                                                                                                                                                                                                                           14                     Active
FL-128                                             ForkLifts-Crown-HeavyDuty-YellowBlack                                                                                                                                                                                                                           7               Crown                                                                                                                                                                                                                                                           3532.00               4945.00               HeavyDuty                                                                                                                                                                                                                                                       YellowBlack                                                                                                                                                                                                                                                     9                      Active
FL-129                                             ForkLifts-Ausa-Standard-GreenWhite                                                                                                                                                                                                                              7               Ausa                                                                                                                                                                                                                                                            9756.00               11219.00              Standard                                                                                                                                                                                                                                                        GreenWhite                                                                                                                                                                                                                                                      16                     Active
FL-130                                             ForkLifts-Bobcat-HeavyDuty-Red                                                                                                                                                                                                                                  7               Bobcat                                                                                                                                                                                                                                                          5531.00               6748.00               HeavyDuty                                                                                                                                                                                                                                                       Red                                                                                                                                                                                                                                                             11                     Active
FL-131                                             ForkLifts-Caterpillar-Standard-RedWhite                                                                                                                                                                                                                         7               Caterpillar                                                                                                                                                                                                                                                     4509.00               5817.00               Standard                                                                                                                                                                                                                                                        RedWhite                                                                                                                                                                                                                                                        10                     Active
FT-300                                             FarmTillers-Bertolini-LightDuty-GreenWhite                                                                                                                                                                                                                      8               Bertolini                                                                                                                                                                                                                                                       5068.00               5473.00               LightDuty                                                                                                                                                                                                                                                       GreenWhite                                                                                                                                                                                                                                                      18                     Active
FT-301                                             FarmTillers-NewHolland-HeavyDuty-Yellow                                                                                                                                                                                                                         8               NewHolland                                                                                                                                                                                                                                                      6394.00               8632.00               HeavyDuty                                                                                                                                                                                                                                                       Yellow                                                                                                                                                                                                                                                          13                     Active
FT-302                                             FarmTillers-Valtra-Standard-Orange                                                                                                                                                                                                                              8               Valtra                                                                                                                                                                                                                                                          4243.00               5813.00               Standard                                                                                                                                                                                                                                                        Orange                                                                                                                                                                                                                                                          14                     Active
FT-303                                             FarmTillers-Kubota-LightDuty-Black                                                                                                                                                                                                                              8               Kubota                                                                                                                                                                                                                                                          5767.00               7036.00               LightDuty                                                                                                                                                                                                                                                       Black                                                                                                                                                                                                                                                           5                      Active
FT-304                                             FarmTillers-Case-HeavyDuty-YellowBlack                                                                                                                                                                                                                          8               Case                                                                                                                                                                                                                                                            2335.00               2452.00               HeavyDuty                                                                                                                                                                                                                                                       YellowBlack                                                                                                                                                                                                                                                     11                     Active
FT-305                                             FarmTillers-Gleaner-LightDuty-YellowBlack                                                                                                                                                                                                                       8               Gleaner                                                                                                                                                                                                                                                         3449.00               3621.00               LightDuty                                                                                                                                                                                                                                                       YellowBlack                                                                                                                                                                                                                                                     12                     Active
FT-306                                             FarmTillers-Ausa-HeavyDuty-White                                                                                                                                                                                                                                8               Ausa                                                                                                                                                                                                                                                            4159.00               4700.00               HeavyDuty                                                                                                                                                                                                                                                       White                                                                                                                                                                                                                                                           16                     Active
FT-307                                             FarmTillers-MasseyFerguson-Standard-White                                                                                                                                                                                                                       8               MasseyFerguson                                                                                                                                                                                                                                                  3266.00               3495.00               Standard                                                                                                                                                                                                                                                        White                                                                                                                                                                                                                                                           17                     Active
FT-308                                             FarmTillers-Collari-HeavyDuty-Red                                                                                                                                                                                                                               8               Collari                                                                                                                                                                                                                                                         3998.00               4918.00               HeavyDuty                                                                                                                                                                                                                                                       Red                                                                                                                                                                                                                                                             10                     Active
FT-309                                             FarmTillers-Enorossi-HeavyDuty-RedWhite                                                                                                                                                                                                                         8               Enorossi                                                                                                                                                                                                                                                        6211.00               7018.00               HeavyDuty                                                                                                                                                                                                                                                       RedWhite                                                                                                                                                                                                                                                        16                     Active
FT-310                                             FarmTillers-Hidromek-Standard-White                                                                                                                                                                                                                             8               Hidromek                                                                                                                                                                                                                                                        4199.00               5039.00               Standard                                                                                                                                                                                                                                                        White                                                                                                                                                                                                                                                           14                     Active
FT-311                                             FarmTillers-JohnDeere-HeavyDuty-Orange                                                                                                                                                                                                                          8               JohnDeere                                                                                                                                                                                                                                                       3401.00               4149.00               HeavyDuty                                                                                                                                                                                                                                                       Orange                                                                                                                                                                                                                                                          19                     Active
GX-001                                             Chevron Pride DFI 3000-5 Ltr-Bucket                                                                                                                                                                                                                             20              Chevron                                                                                                                                                                                                                                                         17.10                 24.00                 Synthetic                                                                                                                                                                                                                                                       Orange                                                                                                                                                                                                                                                          2                      Active
GX-002                                             Royal Purple Pride 4T Ultra Plus-3 Ltr-Bucket                                                                                                                                                                                                                   20              Royal Purple                                                                                                                                                                                                                                                    12.35                 19.00                 Synthetic                                                                                                                                                                                                                                                       Yellow                                                                                                                                                                                                                                                          2                      Active
